time_s,target_speed_mps,measured_latency_ms,method
290.0,7.5000000000000036,103.87225988205851,proposed
290.5,7.454317520519217,106.69068946809654,proposed
291.0,7.407980999479096,103.20460470133,proposed
291.5,7.36102219361659,119.40302694147631,proposed
292.0,7.313473286151603,109.23242076112885,proposed
292.5,7.265366864730182,100.54101962941841,proposed
293.0,7.216735899090603,103.06025805146353,proposed
293.5,7.1676137184675435,103.49831752660245,proposed
294.0,7.118033988749896,109.67059623191093,proposed
294.5,7.068030689407847,101.70867599538009,proposed
295.0,7.017638090205042,103.0376458255182,proposed
295.5,6.966890727711811,107.49477635168459,proposed
296.0,6.915823381635518,108.16834338207244,proposed
296.5,6.8644710509842986,106.2833429170048,proposed
297.0,6.8128689300804615,106.83898576863263,proposed
297.5,6.761052384440106,102.75960215320322,proposed
298.0,6.709056926535309,110.28456518708579,proposed
298.5,6.656918191455692,100.49370421317114,proposed
299.0,6.604671912485889,107.84190546184355,proposed
299.5,6.552353896615744,115.62197122166144,proposed
